source_id,doi,year,corresponding,all_authors
SCOPUS_ID:84957836973,10.1073/pnas.1514090113,2016,,Lebrigand K.
SCOPUS_ID:84957846017,10.1016/j.lpm.2015.10.017,2016,Fenichel P.|Centre Méditerranéen de Médecine Moléculaire,Fenichel P.|Brucker-Davis F.|Chevalier N.
SCOPUS_ID:84957848489,10.1016/j.lpm.2015.06.015,2016,,Fénichel P.|Brucker-Davis F.
SCOPUS_ID:84957916470,10.1016/j.nimb.2016.01.013,2016,,Frayssinet E.|Cordier Y.
SCOPUS_ID:84957947176,10.1002/ird.2002,2016,,Fatnassi H.
SCOPUS_ID:84957962314,10.1002/dvdy.24356,2016,,Moussian B.
SCOPUS_ID:84957964640,10.1007/s00205-015-0925-3,2016,Goudon T.|Laboratoire de Mathématiques J.A. Dieudonné,Goudon T.
SCOPUS_ID:84958012899,10.1002/dvdy.24345,2016,Lebreton G.|Institut de Biologie Valrose,Lebreton G.
SCOPUS_ID:84958033616,10.1186/s13634-016-0308-4,2016,,D. Nemoianu I.
SCOPUS_ID:84958034974,10.1016/j.crte.2015.11.002,2016,,Hässig M.|Sosson M.|Rolland Y.
SCOPUS_ID:84958038397,10.1016/j.crte.2015.09.008,2016,,Cavalié O.|Delouis B.|Chemenda A.I.|Bouissou S.|Vergnolle M.
SCOPUS_ID:84958041457,10.1016/j.apergo.2015.12.007,2016,,Emile M.|Vaulerin J.|d'Arripe-Longueville F.|Colson S.S.
SCOPUS_ID:84958046884,10.1016/j.crte.2015.10.007,2016,,Mercier de Lépinay B.
SCOPUS_ID:84958051839,10.1016/j.crte.2015.05.002,2016,,Perrin C.|Manighetti I.
SCOPUS_ID:84958052777,10.1080/10412905.2016.1142477,2016,,Burger P.|Scotto C.I.|Fernandez X.
SCOPUS_ID:84958056341,10.1016/j.crte.2015.10.008,2016,Rangin C.|Le Laboratoire Géoazur,Rangin C.
SCOPUS_ID:84958060615,10.1016/j.crte.2015.11.003,2016,Manighetti I.|Le Laboratoire Géoazur,Manighetti I.
SCOPUS_ID:84958073749,10.1128/JVI.02030-15,2016,,Elsebai M.F.|Fontaine-Vive F.|Mehiri M.
SCOPUS_ID:84958078327,10.1103/PhysRevLett.116.061102,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84958078656,10.1074/jbc.M115.702373,2016,,Douguet D.|Besson T.|Diochot S.|Lingueglia E.|Salinas M.|Baron A.
SCOPUS_ID:84958092944,10.1021/acsami.5b10222,2016,,Darmanin T.|Szczepanski C.R.|Guittard F.
SCOPUS_ID:84958106608,10.1016/j.tem.2016.01.003,2016,Lalli E.|Institut de Pharmacologie Moléculaire et Cellulaire,Lalli E.|Barhanin J.
SCOPUS_ID:84958108184,10.1016/j.quaint.2015.05.049,2016,,Messager E.
SCOPUS_ID:84958109005,10.1007/s10115-015-0831-x,2016,Pasquier C.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Pasquier C.
SCOPUS_ID:84958114284,10.1016/j.quaint.2015.01.055,2016,,Messager E.
SCOPUS_ID:84958119923,10.1016/j.mam.2015.12.001,2016,,Marchiq I.|Pouyssegur J.
SCOPUS_ID:84958120307,10.1016/j.quaint.2015.02.050,2016,"Messager E.|Cultures et Envirronements, Préhistoire, Antiquité, Moyen-Age",Messager E.
SCOPUS_ID:84958149797,10.1007/s00031-015-9346-5,2016,,ParusiŃski A.
SCOPUS_ID:84958156114,10.1016/j.aquabot.2016.02.002,2016,,Desneux N.
SCOPUS_ID:84958159740,10.1016/j.mam.2016.02.001,2016,"Pouyssegur J.|Institut de Recherche sur le Cancer et le Vieillissement, Nice",Pouyssegur J.
SCOPUS_ID:84958191327,10.3847/2041-8205/818/1/L6,2016,,Hayden M.R.
SCOPUS_ID:84958212112,10.4171/GGD/342,2016,Militon E.|Laboratoire de Mathématiques J.A. Dieudonné,Militon E.
SCOPUS_ID:84958225471,10.1074/jbc.M115.677799,2016,,Lambeau G.
SCOPUS_ID:84958231026,10.1371/journal.pone.0147602,2016,,Robert P.
SCOPUS_ID:84958259950,10.1158/0008-5472.CAN-15-1465,2016,,Martin P.|Paquet A.|Crottés D.|Rapetti-Mauss R.|Popa A.|Tichet M.|Pellissier B.|Loubat A.|Soriani O.|Martial S.|Guizouarn H.|Tartare-Deckert S.|Borgese F.
SCOPUS_ID:84958260024,10.1111/avsc.12230,2016,,Parolin P.
SCOPUS_ID:84958544100,10.1016/j.ejc.2016.02.001,2016,,Mitsche D.
SCOPUS_ID:84958551210,10.1080/10426914.2015.1025972,2016,,Darmanin T.|Wolfs M.|Amigoni S.|Guittard F.
SCOPUS_ID:84958552527,10.1051/0004-6361/201527614,2016,,Chiavassa A.
SCOPUS_ID:84958565851,10.1007/s00436-015-4828-x,2016,,Desneux N.
SCOPUS_ID:84958568078,10.1090/proc/12840,2016,,Rigot S.
SCOPUS_ID:84958568165,10.15252/embj.201592335,2016,,Delaunay A.|Christin M.|Marra S.|Friend V.|Deval E.|Lingueglia E.|Noel J.
SCOPUS_ID:84958581220,10.1038/ncomms10730,2016,,Magnone V.
SCOPUS_ID:84958582333,10.3934/ipi.2016.10.51,2016,,Drogoul A.|Aubert G.
SCOPUS_ID:84958598663,10.1093/gji/ggv500,2016,,Sladen A.|Rolland L.
SCOPUS_ID:84958626593,10.1002/macp.201500326,2016,,Darmanin T.|Godeau G.|N'Na J.|Boutet K.|Guittard F.
SCOPUS_ID:84958644553,10.1093/gji/ggv467,2016,Segou M.|Le Laboratoire Géoazur,Segou M.
SCOPUS_ID:84958652838,10.1098/rsif.2015.0930,2016,,Llorens C.|Argentina M.|Noblin X.
SCOPUS_ID:84958729368,10.1016/j.tecto.2015.12.021,2016,,Delouis B.
SCOPUS_ID:84958729553,10.1016/j.tecto.2015.12.016,2016,,Simon S.|Dessa J.X.|Beslier M.O.|Font Y.|Béthoux N.
SCOPUS_ID:84958749444,10.1002/2015TC003898,2016,,De Lepinay B.M.
SCOPUS_ID:84958753791,10.1002/2015JF003644,2016,,Courboulex F.|Rolland Y.|Revel M.
SCOPUS_ID:84958832404,10.1007/s00205-015-0936-0,2016,Bernardin C.|Laboratoire de Mathématiques J.A. Dieudonné,Bernardin C.
SCOPUS_ID:84958849165,10.1007/s11356-015-5830-7,2016,,Benguettat-Magliano O.|Curty C.|Gallet A.|Amichot M.|Wajnberg E.
SCOPUS_ID:84958866347,10.1111/1365-2664.12574,2016,,Wajnberg E.
SCOPUS_ID:84958912427,10.1111/liv.12911,2016,,Anty R.
SCOPUS_ID:84958943723,10.1249/MSS.0000000000000800,2016,Hureau T.J.|Laboratoire Motricité Humaine Expertise Sport Santé,Hureau T.J.|Ducrocq G.P.|Blain G.M.
SCOPUS_ID:84958949859,10.1016/j.automatica.2016.01.024,2016,,Hamel T.
SCOPUS_ID:84958949919,10.1016/j.marenvres.2016.02.007,2016,Di Franco A.|Ecology and Conservation Science for Sustainable Seas,Di Franco A.|Guidetti P.
SCOPUS_ID:84958954787,10.1051/epn/2016104,2016,,Noblin X.
SCOPUS_ID:84958955461,10.1096/fj.15-277475,2016,,Beranger G.E.|Corinus A.|Michiels J.F.|Bendahhou S.|Giroud M.|Ghandour R.A.|Chambard J.C.|Mazure N.M.|Pisani D.F.|Amri E.Z.|Duranton C.|Barhanin J.
SCOPUS_ID:84958956789,10.1051/0004-6361/201527573,2016,,Hanuš J.
SCOPUS_ID:84958957939,10.1089/hum.2015.141,2016,,Vassaux G.
SCOPUS_ID:84958965275,10.1007/978-3-319-29510-7_2,2016,,Mallet F.
SCOPUS_ID:84958972092,10.1039/c5ra25176a,2016,,Notar Francesco I.|Antoniotti S.
SCOPUS_ID:84958978222,10.1088/1751-8113/49/3/03LT01,2016,,Clamond D.
SCOPUS_ID:84958979410,10.1111/1365-2664.12562,2016,,Meinesz A.
SCOPUS_ID:84958987066,10.1051/0004-6361/201526566,2016,,Thevenin F.
SCOPUS_ID:84958999081,10.1038/srep21650,2016,,Mexis M.|Semond F.
SCOPUS_ID:84958999602,10.1051/0004-6361/201526465,2016,,Martinez P.|Vakili F.
SCOPUS_ID:84959016702,10.1051/0004-6361/201526906,2016,,Carbillet M.|Vakili F.
SCOPUS_ID:84959019026,10.1051/0004-6361/201526594,2016,,Martinez P.|Vakili F.
SCOPUS_ID:84959036547,10.1002/pssc.201510238,2016,,Chauveau J.
SCOPUS_ID:84959036755,10.1051/0004-6361/201526835,2016,,Abe L.|Martinez P.|Vakili F.
SCOPUS_ID:84959106948,10.1016/j.crte.2015.12.003,2016,,Zanti M.
SCOPUS_ID:84959110215,10.1093/mnras/stv2548,2016,,Macdonald D.
SCOPUS_ID:84959118889,10.1002/hep.28383,2016,,Gual P.
SCOPUS_ID:84959120008,10.1007/s10646-016-1624-z,2016,,Desneux N.
SCOPUS_ID:84959122682,10.1007/s12079-016-0318-x,2016,"Perbal B.|Groupe de Recherche en Droit, Économie et Gestion",Perbal B.
SCOPUS_ID:84959154791,10.3847/0004-637X/818/1/66,2016,,Borgogno D.|Passot T.|Laveder D.|Sulem P.
SCOPUS_ID:84959164423,10.1007/s00109-015-1307-x,2016,,Marchiq I.|Pouysségur J.
SCOPUS_ID:84959167849,10.1007/s13132-015-0306-z,2016,,Walliser E.
SCOPUS_ID:84959217297,10.1039/c5dt04104j,2016,,Den Auwer C.
SCOPUS_ID:84959220764,10.1051/0004-6361/201527329,2016,,Havel M.|Guillot T.
SCOPUS_ID:84959247250,10.1111/jdv.12868,2016,Bahadoran P.|Centre Méditerranéen de Médecine Moléculaire,Bahadoran P.|Passeron T.
SCOPUS_ID:84959257630,10.1007/lrr-2016-1,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Meacher D.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84959260472,10.1016/j.bbalip.2016.02.024,2016,Mesmin B.|Institut de Pharmacologie Moléculaire et Cellulaire,Mesmin B.|Antonny B.
SCOPUS_ID:84959268797,10.1016/j.astropartphys.2016.02.001,2016,,Hello Y.|Deschamps A.
SCOPUS_ID:84959281497,10.1016/j.pt.2016.02.005,2016,Coustau C.|Institut Sophia Agrobiotech - (ISA),Coustau C.
SCOPUS_ID:84959285658,10.1016/j.molcel.2016.02.005,2016,,Lemichez E.|Doye A.
SCOPUS_ID:84959305758,10.1161/CIRCRESAHA.115.307599,2016,Yvan-Charvet L.|Centre Méditerranéen de Médecine Moléculaire,Yvan-Charvet L.|Sarrazy V.|Ivanov S.|Viaud M.|Giorgetti-Peraldi S.|Guinamard R.
SCOPUS_ID:84959307199,10.3847/2041-8205/818/2/L22,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84959335344,10.1142/S0219720016400011,2016,,Comet J.P.|Behaegel J.|Cornillon E.|Bernot G.|Delaunay F.
SCOPUS_ID:84959352231,10.1038/leu.2015.304,2016,,Cluzeau T.
SCOPUS_ID:84959352986,10.1016/j.jprot.2016.01.001,2016,,Lepage T.
SCOPUS_ID:84959387231,10.1103/PhysRevLett.116.083601,2016,,Guerin W.|Araújo M.O.|Kaiser R.
SCOPUS_ID:84959419037,10.1088/0268-1242/31/3/035010,2016,,Chauveau J.M.
SCOPUS_ID:84959419695,10.1016/j.mathsocsci.2016.01.001,2016,,Duchêne S.|Guerci E.
SCOPUS_ID:84959422517,10.3354/meps11609,2016,,Di Franco A.
SCOPUS_ID:84959423236,10.1051/0004-6361/201527351,2016,Rojas-Arriagada A.|Laboratoire Joseph-Louis Lagrange,Rojas-Arriagada A.
SCOPUS_ID:84959432085,10.1039/c5ta09253a,2016,,Darmanin T.|Guittard F.
SCOPUS_ID:84959432790,10.1103/PhysRevE.93.022201,2016,,Michel C.|Allgaier M.|Doya V.
SCOPUS_ID:84959451002,10.1142/S0218202516500226,2016,,Simeoni C.
SCOPUS_ID:84959453039,10.1017/S1743921315008698,2016,,Michel P.|Schwartz S.R.
SCOPUS_ID:84959459605,10.1177/0843871415624169,2016,Marzagalli S.|Centre de la Méditerranée Moderne et Contemporaine,Marzagalli S.
SCOPUS_ID:84959486744,10.1177/0843871415624167,2016,Marzagalli S.|Centre de la Méditerranée Moderne et Contemporaine,Marzagalli S.
SCOPUS_ID:84959487144,10.1017/S1743921315008492,2016,,Delbo M.|Alí-Lagoa V.M.|Hanuš J.
SCOPUS_ID:84959498319,10.1007/s10711-016-0148-2,2016,Dimca A.|Laboratoire de Mathématiques J.A. Dieudonné,Dimca A.
SCOPUS_ID:84959501239,10.4310/CMS.2016.v14.n3.a1,2016,Besse N.|Laboratoire Joseph-Louis Lagrange,Besse N.
SCOPUS_ID:84959520858,10.1063/1.4942116,2016,,Maïssa P.
SCOPUS_ID:84959535799,10.1103/PhysRevD.93.042005,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Meacher D.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84959538874,10.1007/s00220-015-2509-3,2016,,Raphaël P.
SCOPUS_ID:84959540504,10.1093/mnras/stv2611,2016,,Abe L.|Chadid M.|Zalian C.|Vernin J.|Agabi A.
SCOPUS_ID:84959553821,10.1017/S1743921315009655,2016,Jacobson S.|Laboratoire Joseph-Louis Lagrange,Jacobson S.
SCOPUS_ID:84959557526,10.1016/j.quaint.2016.02.026,2017,"Naudinot N.|Cultures et Envirronements, Préhistoire, Antiquité, Moyen-Age",Naudinot N.
SCOPUS_ID:84959557828,10.1016/j.jcf.2015.05.004,2016,Gruet M.|Laboratoire Motricité Humaine Expertise Sport Santé,Gruet M.|Vallier J.M.|Mely L.
SCOPUS_ID:84959558931,10.1016/j.mito.2016.02.005,2016,,Augé G.|Ricci J.E.|Lespinasse F.|Berg-Alonso L.|Villa E.|Paquis-Flucklinger V.|Fragaki K.|Lacas-Gervais S.|Bannwarth S.
SCOPUS_ID:84959567780,10.1016/j.automatica.2015.11.040,2016,,Hamel T.|Samson C.
SCOPUS_ID:84959867462,10.2140/pjm.2016.282.145,2016,Jammes P.|Laboratoire de Mathématiques J.A. Dieudonné,Jammes P.
SCOPUS_ID:84959895614,10.3917/cep.069.0203,2016,,Ravix J.T.
SCOPUS_ID:84959911583,10.1016/S1470-2045(15)00583-5,2016,,Di Mauro I.|Rapp J.|Pedeutour F.|Keslair F.
SCOPUS_ID:84959919101,10.1371/journal.pgen.1005781,2016,,Bergström A.|Salinas F.|Liti G.
SCOPUS_ID:84959923167,10.3917/cep.069.0185,2016,"Arena R.|Groupe de Recherche en Droit, Économie et Gestion",Arena R.
SCOPUS_ID:84959924058,10.4064/fm73-12-2015,2016,Militon E.|Laboratoire de Mathématiques J.A. Dieudonné,Militon E.
SCOPUS_ID:84960075763,10.1007/s00220-016-2593-z,2016,,Planchon F.
SCOPUS_ID:84960079729,10.1088/1475-7516/2016/02/024,2016,,De Freitas Pacheco J.A.
SCOPUS_ID:84960080350,10.1093/annonc/mdv489,2016,,Ilie M.|Marquette C.H.|Fazzalari L.|Bouhlel L.|Hofman V.|Mouroux J.|Hofman P.|Lassalle S.
SCOPUS_ID:84960089315,10.3389/fnbeh.2016.00008,2016,,Manera V.|Gros A.
SCOPUS_ID:84960096732,10.3847/0004-6256/151/3/49,2016,,Monier R.
SCOPUS_ID:84960104133,10.3389/fnagi.2016.00006,2016,Manera V.|Cognition Behaviour Technology,Manera V.|Robert P.
SCOPUS_ID:84960106320,10.1088/1475-7516/2016/02/062,2016,,Boer M.|Hello Y.|Deschamps A.
SCOPUS_ID:84960109773,10.1007/978-3-662-48410-4_2,2016,,Froeschlé C.|Lega E.
SCOPUS_ID:84960111040,10.1111/jen.12236,2016,,Borowiec N.
SCOPUS_ID:84960154961,10.3847/0004-637X/818/2/204,2016,,Ferrari C.
SCOPUS_ID:84960156160,10.1103/PhysRevB.93.075141,2016,,Bellec M.|Camara A.|Böhm J.|Gambaudo J.M.|Mortessagne F.|Vignolo P.|Kuhl U.
SCOPUS_ID:84960156177,10.1111/bre.12185,2017,,Mercier de Lépinay B.
SCOPUS_ID:84960157938,10.1038/nature16976,2016,,Ferrari C.
SCOPUS_ID:84960158779,10.1016/j.jog.2016.02.007,2016,Hässig M.|Le Laboratoire Géoazur,Hässig M.|Sosson M.|Rolland Y.
SCOPUS_ID:84960193113,10.1103/PhysRevD.93.042006,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Meacher D.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84960193866,10.1016/j.brainres.2016.02.033,2016,,Bailly-Maitre B.
SCOPUS_ID:84960209274,10.1016/j.pss.2015.11.009,2016,,Delbo' M.|Galluccio L.|Ordenovic C.|Mignard F.|Tanga P.
SCOPUS_ID:84960324745,10.1111/pcn.12366,2016,,Coutté A.|Iakimova G.
SCOPUS_ID:84960347667,10.1007/s11042-015-2601-x,2016,,Blanc K.|Lingrand D.|Precioso F.
SCOPUS_ID:84960354919,10.7872/crya/v37.iss1.2016.61,2016,,Cottalorda J.M.
SCOPUS_ID:84960363407,10.1007/s10515-014-0154-2,2016,,Ponsini O.|Michel C.|Rueher M.
SCOPUS_ID:84960386091,10.1007/978-3-319-30000-9_45,2016,,Formenti E.
SCOPUS_ID:84960435073,10.1016/j.eurpolymj.2016.02.027,2016,,Darmanin T.|Godeau G.|N'Na J.|Guittard F.
SCOPUS_ID:84960451404,10.1007/s11187-016-9722-0,2016,"Colombelli A.|Groupe de Recherche en Droit, Économie et Gestion",Colombelli A.
SCOPUS_ID:84960453902,10.1016/j.celrep.2016.02.019,2016,,Jodar M.|Arhatte M.|Retailleau K.|Peyronnet R.|Demolombe S.|Honoré E.|Duprat F.|Patel A.
SCOPUS_ID:84960469611,10.1016/j.icarus.2016.02.043,2016,,Morbidelli A.
SCOPUS_ID:84960478918,10.1016/j.jhydrol.2016.02.022,2016,,Delestre O.|Hu J.
SCOPUS_ID:84960501038,10.1021/acs.nanolett.5b04949,2016,Damilano B.|Centre de Recherche sur l'Hétéro-Epitaxie et ses Applications,Damilano B.|Alloing B.|Vézian S.|Brault J.|Massies J.
SCOPUS_ID:84960532631,10.1016/j.cmi.2015.10.019,2016,,Pomares C.
SCOPUS_ID:84960803817,10.1007/s10593-016-1828-4,2016,,Benhida R.|Demange L.
SCOPUS_ID:84960830578,10.1016/j.quaint.2015.10.015,2017,,Michel V.|Michel V.
SCOPUS_ID:84960848224,10.1103/PhysRevE.93.033109,2016,,Frisch U.
SCOPUS_ID:84960858479,10.1051/0004-6361/201527940,2016,,Lopez B.
SCOPUS_ID:84960860432,10.1016/j.chemosphere.2016.02.014,2016,,Hurel C.|Taneez M.|Marmier N.
SCOPUS_ID:84960865728,10.1016/j.ceb.2016.01.005,2016,,Lemichez E.
SCOPUS_ID:84960886109,10.1103/PhysRevE.93.032108,2016,,Gros J.B.|Mortessagne F.|Legrand O.|Kuhl U.
SCOPUS_ID:84960886629,10.1016/j.buildenv.2016.02.002,2016,,Biwole P.H.|Fu S.|Mathis C.
SCOPUS_ID:84960895830,10.1103/PhysRevD.93.042007,2016,,Regimbau T.|Fournier J.D.|Coulon J.P.|Heitmann H.|Dereli H.|Turconi M.|Meacher D.|Gendre B.|Wei L.W.|Siellez K.|Merzougui M.|Kéfélian F.|Cleva F.|Martellini L.|Boer M.|Pichot M.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.
SCOPUS_ID:84960921079,10.1123/ijspp.2015-0638,2016,Morin J.B.|Laboratoire Motricité Humaine Expertise Sport Santé,Morin J.B.
SCOPUS_ID:84960929901,10.1051/0004-6361/201628227,2016,,Fienga A.
SCOPUS_ID:84960938546,10.1063/1.4943274,2016,,Musacchio S.
SCOPUS_ID:84960946995,10.1016/j.jher.2015.11.001,2016,Vo N.D.|Laboratoire Polytech'LAB,Vo N.D.|Gourbesville P.
SCOPUS_ID:84960952084,10.1051/0004-6361/201527682,2016,,Dessart L.
SCOPUS_ID:84960984334,10.1016/j.mssp.2016.02.014,2016,,Damilano B.|Khalfioui M.A.|Tendille F.|Matta S.|De Mierry P.|Brault J.|Leroux M.|Massies J.|Chenot S.
SCOPUS_ID:84961120491,10.1007/978-3-662-49390-8_52,2016,Nguyen T.H.H.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Nguyen T.H.H.|Le-Thanh N.
SCOPUS_ID:84961126651,10.1051/0004-6361/201527028,2016,,Chiavassa A.
SCOPUS_ID:84961126925,10.3847/2041-8205/819/2/L33,2016,,Guillot T.
SCOPUS_ID:84961134992,10.1111/arcm.12172,2016,,Rageot M.|Rageot M.|Regert M.|Filippi J.J.|Fernandez X.
SCOPUS_ID:84961138847,10.1007/978-3-319-24151-7_1,2016,,Theys C.|Aime C.
SCOPUS_ID:84961145095,10.1016/j.amp.2015.01.009,2016,"Deboves P.|Laboratoire d'Anthropologie et de Psychologie Cliniques, Cognitives et Sociales",Deboves P.
SCOPUS_ID:84961153685,10.1007/978-3-319-24151-7_8,2016,de Souza A.D.|Laboratoire Joseph-Louis Lagrange,de Souza A.D.
SCOPUS_ID:84961192347,10.1016/j.amp.2015.03.029,2016,"Guibert É.|Laboratoire Interdisciplinaire Récits, Cultures et Sociétés",Guibert É.
SCOPUS_ID:84961204384,10.1080/07053436.2016.1151221,2016,,Massiera B.|Mahmoud I.B.
SCOPUS_ID:84961205393,10.1007/s00222-016-0654-8,2016,Stolovitch L.|Laboratoire de Mathématiques J.A. Dieudonné,Stolovitch L.
SCOPUS_ID:84961211202,10.1002/pmic.201500106,2016,,Castagnone-Sereno P.
SCOPUS_ID:84961213298,10.1080/02640414.2015.1101482,2016,,Morin J.B.
SCOPUS_ID:84961215273,10.1080/10412905.2016.1150217,2016,,Gonnot V.|Boyer L.|Michel T.|Kerdudo A.|Fernandez X.
SCOPUS_ID:84961226936,10.1007/978-3-319-29516-9_19,2016,Giroire F.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Giroire F.|Pérennes S.
SCOPUS_ID:84961266841,10.1002/chem.201504772,2016,,Antoniotti S.|Duñach E.
SCOPUS_ID:84961266844,10.1007/978-3-319-31447-1_2,2016,,Laperriére V.
SCOPUS_ID:84961279149,10.7554/eLife.09373,2016,,Moussian B.
SCOPUS_ID:84961282379,10.1016/j.jog.2016.03.003,2016,,Hässig M.|Sosson M.|Rolland Y.
SCOPUS_ID:84961285917,10.1016/j.chroma.2016.01.014,2016,,Meinert C.|Myrgorodska I.|Meierhenrich U.J.
SCOPUS_ID:84961286876,10.1002/2015GL066948,2016,,Cappa F.
SCOPUS_ID:84961301712,10.1016/j.asr.2015.12.042,2016,,Michel P.|Schwartz S.R.|Yu Y.
SCOPUS_ID:84961575397,10.4208/cicp.180315.110915a,2016,Goudon T.|Laboratoire de Mathématiques J.A. Dieudonné,Goudon T.
SCOPUS_ID:84961601682,10.1016/j.neuropharm.2016.02.007,2016,Blondeau N.|Institut de Pharmacologie Moléculaire et Cellulaire,Blondeau N.
SCOPUS_ID:84961634143,10.1080/21505594.2015.1137423,2016,Garcia-Rodas R.|Institut de Biologie Valrose,Garcia-Rodas R.
SCOPUS_ID:84961711497,10.1007/978-3-662-49529-2_4,2016,,Letsios D.
SCOPUS_ID:84961732842,10.1007/978-3-319-30996-5_14,2016,Michel F.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Michel F.|Faron-Zucker C.|Montagnat J.|Djimenou L.
SCOPUS_ID:84961741495,10.1038/mp.2016.30,2017,,Mantegazza M.
SCOPUS_ID:84961755337,10.1007/s10509-016-2730-3,2016,Monier R.|Laboratoire Joseph-Louis Lagrange,Monier R.
SCOPUS_ID:84961762769,10.1007/978-3-319-30996-5_16,2016,,Faron-Zucker C.
SCOPUS_ID:84961778524,10.1007/s00253-016-7461-4,2016,,Seminara A.
SCOPUS_ID:84961784346,10.1021/acs.orglett.6b00270,2016,,Lemière G.|Lempenauer L.|Duñach E.
SCOPUS_ID:84961792806,10.1016/j.ceca.2016.02.008,2016,,Soriani O.
SCOPUS_ID:84961798330,10.1007/s10530-016-1077-6,2016,,Lombaert E.|Guillemaud T.
SCOPUS_ID:84961827171,10.1590/S1516-14982016000100001,2016,,Bourseul V.
SCOPUS_ID:84961833653,10.1016/j.jspi.2016.02.004,2016,Vincenzi D.|Laboratoire de Mathématiques J.A. Dieudonné,Vincenzi D.
SCOPUS_ID:84961840024,10.1038/ncomms11039,2016,,Kaiser R.
SCOPUS_ID:84961845462,10.1002/mop.29730,2016,,Lanteri J.|Ba O.|Migliaccio C.|Menzel W.
SCOPUS_ID:84961858368,10.1007/s11525-016-9283-6,2016,"Scheer T.|Bases, Corpus et Langage",Scheer T.
SCOPUS_ID:84961859577,10.1111/exd.12938,2016,,Meneguzzi G.
SCOPUS_ID:84961877358,10.1016/j.marpolbul.2016.03.047,2016,,Mangialajo L.|Fricke A.
SCOPUS_ID:84961878181,10.7554/eLife.12040,2016,,Guyon A.
SCOPUS_ID:84961898862,10.1109/LAWP.2015.2426510,2016,,Luxey C.|Ferrero F.|Bisognin A.
SCOPUS_ID:84961922804,10.1016/j.molmet.2016.03.002,2016,,Beranger G.E.|Pisani D.F.|Amri E.Z.
SCOPUS_ID:84961942638,10.1016/j.asr.2016.03.031,2016,,Delbo M.|Michel P.|Schwartz S.R.|Yu Y.
SCOPUS_ID:84961956888,10.1080/20445911.2016.1164173,2016,"Mathy F.|Bases, Corpus et Langage",Mathy F.
SCOPUS_ID:84961958948,10.1103/PhysRevB.93.115205,2016,,Li F.|Zuniga-Perez J.|Semond F.|Leroux M.
SCOPUS_ID:84961966572,10.1016/j.crci.2016.01.018,2016,,Fernandez X.
SCOPUS_ID:84962030650,10.1002/2015JB012465,2016,,Raufaste C.|Celestini F.|Mathiesen J.
SCOPUS_ID:84962050315,10.1097/j.pain.0000000000000397,2016,,Dauvois M.|Rodrigues P.|Friend V.|Diochot S.|Lingueglia E.|Baron A.
SCOPUS_ID:84962068584,10.1249/MSS.0000000000000937,2016,,Morin J.B.
SCOPUS_ID:84962076694,10.1371/journal.pone.0151487,2016,,David R.|Manera V.|Chapoulie E.|Bourgeois J.|Robert P.
SCOPUS_ID:84962092318,10.1186/s12610-016-0032-9,2016,,Gilleron J.|Pointis G.
SCOPUS_ID:84962106184,10.1016/j.npg.2016.02.005,2016,David R.|Cognition Behaviour Technology,David R.|König A.|Gros A.|Bensamoun D.|Deutsch L.|Robert P.|Guerin O.
SCOPUS_ID:84962137633,10.1128/MCB.00745-15,2016,,Bianchini L.
SCOPUS_ID:84962154866,10.1371/journal.pbio.1002401,2016,,Huault S.|Doma E.|Durivault J.|Lang K.|Ta Ngoc L.|Chakrabandhu K.|Dérijard B.|Hueber A.O.
SCOPUS_ID:84962175370,10.1007/s10965-016-0969-6,2016,,Darmanin T.|Godeau G.|Guittard F.
